traceID,spanID,starttime,operationName,servicename,podname,childSpanId,childTraceId,duration,http.status_code,container,instance,kube_pod_resource_request,container_start_time_seconds,container_processes,container_last_seen,container_threads,container_spec_cpu_period,container_spec_cpu_shares,container_memory_max_usage_bytes,container_memory_working_set_bytes,container_cpu_system_seconds_total,container_ulimits_soft,node_namespace_pod_container:container_memory_working_set_bytes,container_file_descriptors,container_cpu_usage_seconds_total,container_memory_usage_bytes,node_namespace_pod_container:container_memory_rss,container_memory_rss,container_cpu_user_seconds_total,container_threads_max,kube_pod_container_resource_requests,container_fs_usage_bytes,cluster:namespace:pod_memory:active:kube_pod_container_resource_requests,cluster:namespace:pod_cpu:active:kube_pod_container_resource_requests,node_namespace_pod_container:container_cpu_usage_seconds_total:sum_irate,kubelet_container_log_filesystem_used_bytes,container_sockets,container_memory_cache,node_namespace_pod_container:container_memory_cache,container_memory_mapped_file,prober_probe_total,kube_pod_container_info,kube_pod_container_state_started,kube_pod_container_status_ready,kube_pod_resource_limit,kube_pod_container_resource_limits,kube_pod_info,kube_pod_labels,kube_pod_start_time,kube_pod_owner,kube_pod_status_phase,kube_pod_status_ready,container_cpu_cfs_periods_total,cluster:namespace:pod_memory:active:kube_pod_container_resource_limits,cluster:namespace:pod_cpu:active:kube_pod_container_resource_limits,container_spec_cpu_quota,container_spec_memory_limit_bytes,container_spec_memory_swap_limit_bytes,container_cpu_cfs_throttled_seconds_total,container_cpu_cfs_throttled_periods_total,trace_length
fbf3de930395685c,a2d0ace256d44aa9,2022-07-08T08:00:00.000000,GET,ts-order-other-service,ts-order-other-service-5dd69f86f-49vll,fbf3de930395685c,fbf3de930395685c,15571,200,kube-scheduler,10.252.1.10:10259,0.05,1657258367.0,1.0,1657267062.0,42.0,100000.0,51.0,333713408.0,321241088.0,6.81,1048576.0,321085440.0,42.0,82.557071637,331640832.0,298389504.0,298524672.0,75.16,1024.0,0.05,229376.0,167772160.0,0.05,0.0021615137666666823,196608.0,8.0,26357760.0,26357760.0,,19.0,1.0,1657258368.0,1.0,0.2,0.2,1.0,1.0,1657258328.0,1.0,1.0,1.0,20175.0,524288000.0,0.2,20000.0,524288000.0,524288000.0,393.636098632,3244.0,2
6e35f75ffd6e53e8,9baffe98f5473ed4,2022-07-08T07:55:00.000000,queryById,ts-route-service,ts-route-service-776b4fc5b7-l6mst,6f0a49576ba5c674,6e35f75ffd6e53e8,91393,200,kube-scheduler,10.252.1.10:10259,0.05,1657258353.0,1.0,1657266762.0,42.0,100000.0,51.0,336334848.0,324931584.0,6.6,1048576.0,324386816.0,44.0,88.584326202,335851520.0,303198208.0,303468544.0,79.98,1024.0,0.05,114688.0,167772160.0,0.05,0.0005802348999997283,131072.0,9.0,27033600.0,27033600.0,,19.0,1.0,1657258355.0,1.0,0.2,0.2,1.0,1.0,1657258329.0,1.0,1.0,1.0,19716.0,524288000.0,0.2,20000.0,524288000.0,524288000.0,429.465296852,3430.0,5
762fb8793276d273,762fb8793276d273,2022-07-08T07:55:00.000000,queryInfo,ts-travel-service,ts-travel-service-78d9594678-jc2cx,,,3201094,200,kube-scheduler,10.252.1.10:10259,0.05,1657258356.0,1.0,1657266762.0,42.0,100000.0,51.0,343027712.0,326418432.0,6.82,1048576.0,325988352.0,47.0,86.759855521,337801216.0,304386048.0,305061888.0,78.37,1024.0,0.05,249856.0,167772160.0,0.05,0.0009267308333335223,458752.0,13.0,27709440.0,27709440.0,,19.0,1.0,1657258358.0,1.0,0.2,0.2,1.0,1.0,1657258330.0,1.0,1.0,1.0,19884.0,524288000.0,0.2,20000.0,524288000.0,524288000.0,461.384953269,3405.0,1
5dc685e2d9af4388,e4527c69682d2ae1,2022-07-08T07:20:00.000000,queryById,ts-admin-travel-service,ts-admin-travel-service-5fc9bc4ccb-29rwj,f49a61151076533d,5dc685e2d9af4388,10652,200,kube-scheduler,10.252.1.10:10259,0.05,1657258371.0,1.0,1657264662.0,40.0,100000.0,51.0,319090688.0,300007424.0,4.91,1048576.0,300003328.0,38.0,68.560414683,310910976.0,279883776.0,279883776.0,62.6,1024.0,0.05,65536.0,167772160.0,0.05,0.0015174769302573562,32768.0,4.0,24059904.0,24059904.0,,15.0,1.0,1657258373.0,1.0,0.2,0.2,1.0,1.0,1657258326.0,1.0,1.0,1.0,14213.0,524288000.0,0.2,20000.0,524288000.0,524288000.0,337.659732219,2834.0,5
66c8011cbb77f0d9,0c9714b1f33e5ced,2022-07-08T07:15:00.000000,GET,ts-admin-order-service,ts-admin-order-service-b4d554964-rd5ts,66c8011cbb77f0d9,66c8011cbb77f0d9,18876,200,kube-scheduler,10.252.1.10:10259,0.05,1657258335.0,1.0,1657264362.0,40.0,100000.0,51.0,331071488.0,321011712.0,4.96,1048576.0,321019904.0,41.0,64.901589328,329056256.0,304369664.0,304369664.0,59.0,1024.0,0.05,69632.0,167772160.0,0.05,0.0005614068209092885,36864.0,6.0,18382848.0,18382848.0,,14.0,1.0,1657258337.0,1.0,0.2,0.2,1.0,1.0,1657258326.0,1.0,1.0,1.0,13410.0,524288000.0,0.2,20000.0,524288000.0,524288000.0,331.908000451,2695.0,2
713fa2c26b186795,574062e8e2f7dcb7,2022-07-08T07:55:00.000000,queryForStationId,ts-basic-service,ts-basic-service-866d6df56-b45r2,ba511662006a4af9,713fa2c26b186795,10214,200,kube-scheduler,10.252.1.10:10259,0.05,1657258343.0,1.0,1657266762.0,40.0,100000.0,51.0,323837952.0,311271424.0,6.45,1048576.0,310894592.0,44.0,75.816006495,321818624.0,293781504.0,294170624.0,68.36,1024.0,0.05,425984.0,167772160.0,0.05,0.0005619821000000987,393216.0,9.0,25276416.0,25276416.0,,14.0,1.0,1657258344.0,1.0,0.2,0.2,1.0,1.0,1657258327.0,1.0,1.0,1.0,18269.0,524288000.0,0.2,20000.0,524288000.0,524288000.0,415.82734752,3010.0,3
c303d12249c80de4,c303d12249c80de4,2022-07-08T07:35:00.000000,modifyContacts,ts-contacts-service,ts-contacts-service-bd5cfccb5-qqwdt,,,41755,200,kube-scheduler,10.252.1.10:10259,0.05,1657258351.0,1.0,1657265562.0,42.0,100000.0,51.0,326418432.0,312422400.0,5.89,1048576.0,312426496.0,40.0,75.52647067,323792896.0,289697792.0,289697792.0,68.33,1024.0,0.05,77824.0,167772160.0,0.05,0.0009334557333332327,45056.0,6.0,28520448.0,28520448.0,,17.0,1.0,1657258352.0,1.0,0.2,0.2,1.0,1.0,1657258328.0,1.0,1.0,1.0,17350.0,524288000.0,0.2,20000.0,524288000.0,524288000.0,341.986404964,2926.0,1
6abcb317aacb336e,15764163892d9fcf,2022-07-08T07:15:00.000000,POST,ts-admin-order-service,ts-admin-order-service-b4d554964-rd5ts,6abcb317aacb336e,6abcb317aacb336e,302751,500,kube-scheduler,10.252.1.10:10259,0.05,1657258335.0,1.0,1657264362.0,40.0,100000.0,51.0,331071488.0,321011712.0,4.96,1048576.0,321019904.0,41.0,64.901589328,329056256.0,304369664.0,304369664.0,59.0,1024.0,0.05,69632.0,167772160.0,0.05,0.0005614068209092885,36864.0,6.0,18382848.0,18382848.0,,14.0,1.0,1657258337.0,1.0,0.2,0.2,1.0,1.0,1657258326.0,1.0,1.0,1.0,13410.0,524288000.0,0.2,20000.0,524288000.0,524288000.0,331.908000451,2695.0,2
6560547e66ce2aaf,6560547e66ce2aaf,2022-07-08T08:00:00.000000,getToken,ts-auth-service,ts-auth-service-cd6cc6d9b-wbvck,,,523546,200,kube-scheduler,10.252.1.10:10259,0.05,1657258343.0,1.0,1657267062.0,42.0,100000.0,51.0,360333312.0,348745728.0,5.8,1048576.0,348741632.0,41.0,73.033138187,356900864.0,333914112.0,333914112.0,65.52,1024.0,0.05,77824.0,167772160.0,0.05,0.006147505733333484,45056.0,7.0,18382848.0,18382848.0,,13.0,1.0,1657258344.0,1.0,0.2,0.2,1.0,1.0,1657258327.0,1.0,1.0,1.0,19579.0,524288000.0,0.2,20000.0,524288000.0,524288000.0,312.230410535,2801.0,1
9f395d74c617cc4c,9f395d74c617cc4c,2022-07-08T08:00:00.000000,getToken,ts-auth-service,ts-auth-service-cd6cc6d9b-wbvck,,,1293269,200,kube-scheduler,10.252.1.10:10259,0.05,1657258343.0,1.0,1657267062.0,42.0,100000.0,51.0,360333312.0,348745728.0,5.8,1048576.0,348741632.0,41.0,73.033138187,356900864.0,333914112.0,333914112.0,65.52,1024.0,0.05,77824.0,167772160.0,0.05,0.006147505733333484,45056.0,7.0,18382848.0,18382848.0,,13.0,1.0,1657258344.0,1.0,0.2,0.2,1.0,1.0,1657258327.0,1.0,1.0,1.0,19579.0,524288000.0,0.2,20000.0,524288000.0,524288000.0,312.230410535,2801.0,1
