traceID,spanID,starttime,operationName,servicename,podname,childSpanId,childTraceId,duration,http.status_code,container,instance,container_cpu_usage_seconds_total,container_memory_working_set_bytes,trace_length
58663a90e5c893c5,0b1a63e73e411d0f,2022-07-13T10:10:00.000000,queryForTravel,ts-price-service,ts-price-service-77fbb6bd5c-kw6dk,aa5dcd443636b911,58663a90e5c893c5,1651333,200,ts-price-service,10.252.1.22:10250,83.8423791,332025856.0,5
52f500d0e98473eb,52f500d0e98473eb,2022-07-13T10:10:00.000000,getToken,ts-auth-service,ts-auth-service-b794cb6bb-cpx5q,,,688654,200,ts-auth-service,10.252.1.23:10250,79.471021628,,1
7cd6a0b8869cdb82,7cd6a0b8869cdb82,2022-07-13T10:10:00.000000,getAllAssuranceType,ts-assurance-service,ts-assurance-service-6f9cb4677c-nhs4h,"","",25098,200,ts-assurance-service,10.252.1.23:10250,88.197631915,,1
119d3d0c7e20ef98,d02b079035b9e4c8,2022-07-13T10:15:00.000000,getAllUser,ts-admin-user-service,ts-admin-user-service-797f998b87-svnnf,588c7d74d7482f75,119d3d0c7e20ef98,90227,200,ts-admin-user-service,10.252.1.23:10250,78.046548043,346439680.0,3
6707c0ba4b226577,6707c0ba4b226577,2022-07-13T10:10:00.000000,getAllFood,ts-food-map-service,ts-food-map-service-df45868df-k62qg,,,930591,200,ts-food-map-service,10.252.1.23:10250,85.369922052,,1
58663a90e5c893c5,12fdf3accccd3284,2022-07-13T10:10:00.000000,GET,ts-route-service,ts-route-service-7487b7b9-457v2,12a5da6853db7e5f,58663a90e5c893c5,8860,200,ts-route-service,10.252.1.22:10250,91.771614445,358338560.0,6
ba17990206955345,c341575cecff89d6,2022-07-13T10:45:00.000000,getLeftTicketOfInterval,ts-seat-service,ts-seat-service-57bd448567-dtxjp,f768e6453a0f59b9,ba17990206955345,991904,200,ts-seat-service,10.252.1.21:10250,89.681380886,307400704.0,3
02cb43b7f709ca4a,02cb43b7f709ca4a,2022-07-13T10:10:00.000000,getPriceByWeightAndRegion,ts-consign-price-service,ts-consign-price-service-6557c785f7-jmlp7,,,82412,200,ts-consign-price-service,10.252.1.23:10250,87.768133815,,1
ff3555e224a5776a,86bad4ba5ac99985,2022-07-13T10:45:00.000000,POST,ts-seat-service,ts-seat-service-57bd448567-dtxjp,1baa9d58205bf624,ff3555e224a5776a,13365,200,ts-seat-service,10.252.1.21:10250,89.681380886,307400704.0,4
ff3555e224a5776a,16c85881f507d31f,2022-07-13T10:45:00.000000,GET,ts-route-service,ts-route-service-7487b7b9-457v2,092c9bb89b9c5a1f,ff3555e224a5776a,84326,200,ts-route-service,10.252.1.22:10250,95.204174061,359342080.0,6
44f229ca557c074a,44f229ca557c074a,2022-07-13T10:10:00.000000,order_cancel_success,ts-security-service,ts-security-service-6787f957cd-z677n,,,3473224,200,ts-security-service,10.252.1.23:10250,84.043863626,,1
ff3555e224a5776a,2802668b06180fe6,2022-07-13T10:45:00.000000,queryForStationId,ts-route-service,ts-route-service-7487b7b9-457v2,3e2069c789da0484,ff3555e224a5776a,187202,200,ts-route-service,10.252.1.22:10250,95.204174061,359342080.0,7
15554261fd7babbb,a7ef73c173ca13fa,2022-07-13T10:15:00.000000,queryAll,ts-contacts-service,ts-contacts-service-9b4bdbcf9-hv7dl,4ae27aa08e2ad233,15554261fd7babbb,13976,200,ts-contacts-service,10.252.1.23:10250,85.634430965,285683712.0,3
ea0173a79586b44c,66fdc3cbd9024f9d,2022-07-13T10:15:00.000000,GET,ts-contacts-service,ts-contacts-service-9b4bdbcf9-hv7dl,ea0173a79586b44c,ea0173a79586b44c,138265,200,ts-contacts-service,10.252.1.23:10250,85.634430965,285683712.0,2
ba17990206955345,b550a729e56a8dfa,2022-07-13T10:45:00.000000,queryForStationId,ts-basic-service,ts-basic-service-6f4c9f549d-gz4vr,cbb9efe3f2d8fe67,ba17990206955345,59354,200,ts-basic-service,10.252.1.23:10250,94.909203936,342372352.0,5
ff3555e224a5776a,5b89dd9ae40922d3,2022-07-13T10:45:00.000000,GET,ts-config-service,ts-config-service-7d5798457d-kxl74,07b3c3bb351f6457,ff3555e224a5776a,65933,200,ts-config-service,10.252.1.23:10250,94.999473947,326893568.0,6
ba17990206955345,601119734bfd8ced,2022-07-13T10:45:00.000000,queryForStationId,ts-basic-service,ts-basic-service-6f4c9f549d-gz4vr,afba322aaa4ee49c,ba17990206955345,97219,200,ts-basic-service,10.252.1.23:10250,94.909203936,342372352.0,5
58663a90e5c893c5,4b6632145dc93320,2022-07-13T10:10:00.000000,queryForStationId,ts-price-service,ts-price-service-77fbb6bd5c-kw6dk,12e5c60344f6b756,58663a90e5c893c5,235759,200,ts-price-service,10.252.1.22:10250,83.8423791,332025856.0,5
ff3555e224a5776a,5ad04a0628ac229d,2022-07-13T10:45:00.000000,query,ts-price-service,ts-price-service-77fbb6bd5c-kw6dk,22585cd1bcac1024,ff3555e224a5776a,41050,200,ts-price-service,10.252.1.22:10250,86.958118669,333303808.0,7
500a3b190d91100e,4ee97b10b061dd9d,2022-07-13T11:00:00.000000,verifyCode,ts-auth-service,ts-auth-service-b794cb6bb-cpx5q,a603864bc4f9ff33,500a3b190d91100e,59235,200,ts-auth-service,10.252.1.23:10250,83.690747321,353542144.0,3
ff3555e224a5776a,8c43f56c545cc0c1,2022-07-13T10:45:00.000000,getRouteByTripId,ts-travel-service,ts-travel-service-f6bbd6b76-tw6wx,ea7718db9e7a72db,ff3555e224a5776a,92978,200,ts-travel-service,10.252.1.21:10250,98.886087773,302796800.0,7
8c8d61ac046c4e48,8c8d61ac046c4e48,2022-07-13T10:15:00.000000,modifyContacts,ts-admin-basic-info-service,ts-admin-basic-info-service-84db9fc8fb-nl55r,,,743549,200,ts-admin-basic-info-service,10.252.1.23:10250,77.475404656,294985728.0,1
ff3555e224a5776a,b52da90f334f2eaf,2022-07-13T10:45:00.000000,queryForStationId,ts-price-service,ts-price-service-77fbb6bd5c-kw6dk,91d09ea73fde7617,ff3555e224a5776a,52739,200,ts-price-service,10.252.1.22:10250,86.958118669,333303808.0,9
58663a90e5c893c5,e52572bc96d11190,2022-07-13T10:10:00.000000,GET,ts-route-service,ts-route-service-7487b7b9-457v2,dd2c4cbc229721fa,58663a90e5c893c5,332193,200,ts-route-service,10.252.1.22:10250,91.771614445,358338560.0,8
ff3555e224a5776a,039edc7d1ce9b9be,2022-07-13T10:45:00.000000,GET,ts-seat-service,ts-seat-service-57bd448567-dtxjp,1baa9d58205bf624,ff3555e224a5776a,193011,200,ts-seat-service,10.252.1.21:10250,89.681380886,307400704.0,4
ff3555e224a5776a,3e2069c789da0484,2022-07-13T10:45:00.000000,GET,ts-config-service,ts-config-service-7d5798457d-kxl74,8b43987e44e69873,ff3555e224a5776a,189295,200,ts-config-service,10.252.1.23:10250,94.999473947,326893568.0,6
ba17990206955345,a304e6699dd022bd,2022-07-13T10:45:00.000000,queryById,ts-travel-service,ts-travel-service-f6bbd6b76-tw6wx,1ccc8b85516b2788,ba17990206955345,188033,200,ts-travel-service,10.252.1.21:10250,98.886087773,302796800.0,3
b0e7018e9ef8112c,46eebf923851e739,2022-07-13T10:15:00.000000,update,ts-contacts-service,ts-contacts-service-9b4bdbcf9-hv7dl,5cac2d0d48cc9858,b0e7018e9ef8112c,105023,200,ts-contacts-service,10.252.1.23:10250,85.634430965,285683712.0,3
ba17990206955345,dbbff4226e57c262,2022-07-13T10:45:00.000000,queryForStationId,ts-basic-service,ts-basic-service-6f4c9f549d-gz4vr,da26958335387c8d,ba17990206955345,44566,200,ts-basic-service,10.252.1.23:10250,94.909203936,342372352.0,5
6707c0ba4b226577,87d832aa86d56149,2022-07-13T10:10:00.000000,queryForStationId,ts-food-map-service,ts-food-map-service-df45868df-k62qg,8c6b70def99a73f7,6707c0ba4b226577,91213,200,ts-food-map-service,10.252.1.23:10250,85.369922052,,3
ff3555e224a5776a,72c7ec9f90b4b3c6,2022-07-13T10:45:00.000000,GET,ts-ticketinfo-service,ts-ticketinfo-service-846988b9c6-hx5c2,fdb3025d17f55abc,ff3555e224a5776a,99255,200,ts-ticketinfo-service,10.252.1.22:10250,81.505261114,355848192.0,4
58663a90e5c893c5,6b284c9ffbc186a5,2022-07-13T10:10:00.000000,getLeftTicketOfInterval,ts-seat-service,ts-seat-service-57bd448567-dtxjp,1810d11c0e1638bb,58663a90e5c893c5,592628,200,ts-seat-service,10.252.1.21:10250,86.987899626,306438144.0,5
c79486676a6a1371,c823e078763f9252,2022-07-13T10:10:00.000000,GET,ts-travel-service,ts-travel-service-f6bbd6b76-tw6wx,c79486676a6a1371,c79486676a6a1371,93958,200,ts-travel-service,10.252.1.21:10250,95.842189416,302157824.0,2
ff3555e224a5776a,a712fefbb987d666,2022-07-13T10:45:00.000000,GET,ts-route-service,ts-route-service-7487b7b9-457v2,d626f93a6c304176,ff3555e224a5776a,9840,200,ts-route-service,10.252.1.22:10250,95.204174061,359342080.0,8
58663a90e5c893c5,cb48f5e14c5372d3,2022-07-13T10:10:00.000000,GET,ts-ticketinfo-service,ts-ticketinfo-service-846988b9c6-hx5c2,9301a38afda6bf0b,58663a90e5c893c5,105348,200,ts-ticketinfo-service,10.252.1.22:10250,78.631386722,355282944.0,4
ba17990206955345,9d7dd4b786de0982,2022-07-13T10:45:00.000000,queryById,ts-travel-service,ts-travel-service-f6bbd6b76-tw6wx,d9e601a737239795,ba17990206955345,42642,200,ts-travel-service,10.252.1.21:10250,98.886087773,302796800.0,7
ba17990206955345,ce5d1d790e42e8f8,2022-07-13T10:45:00.000000,GET,ts-seat-service,ts-seat-service-57bd448567-dtxjp,f13f8cd9ad633296,ba17990206955345,282374,200,ts-seat-service,10.252.1.21:10250,89.681380886,307400704.0,4
58663a90e5c893c5,4c6ba0d93580b226,2022-07-13T10:10:00.000000,queryForStationId,ts-price-service,ts-price-service-77fbb6bd5c-kw6dk,7b64ddbc652ce4af,58663a90e5c893c5,193874,200,ts-price-service,10.252.1.22:10250,83.8423791,332025856.0,5
5203cb8b61b2152d,5203cb8b61b2152d,2022-07-13T10:45:00.000000,getAllFood,ts-food-service,ts-food-service-76c59649cb-p28md,,,846423,200,ts-food-service,10.252.1.23:10250,97.012163805,324517888.0,1
b05ca3d36ef38b30,22f56554803fb808,2022-07-13T10:15:00.000000,query,ts-contacts-service,ts-contacts-service-9b4bdbcf9-hv7dl,ce35f37b449a9772,b05ca3d36ef38b30,9931,200,ts-contacts-service,10.252.1.23:10250,85.634430965,285683712.0,3
bf60ce59fd4a5090,bf60ce59fd4a5090,2022-07-13T10:15:00.000000,deleteRoute,ts-admin-route-service,ts-admin-route-service-7f5fd5f859-4g5pb,,,205000,200,ts-admin-route-service,10.252.1.23:10250,81.367670483,295034880.0,1
58663a90e5c893c5,a978c08c25ac41c2,2022-07-13T10:10:00.000000,GET,ts-route-service,ts-route-service-7487b7b9-457v2,12a5da6853db7e5f,58663a90e5c893c5,14580,200,ts-route-service,10.252.1.22:10250,91.771614445,358338560.0,6
c79486676a6a1371,535bb53180155445,2022-07-13T10:10:00.000000,GET,ts-travel-service,ts-travel-service-f6bbd6b76-tw6wx,c79486676a6a1371,c79486676a6a1371,73410,200,ts-travel-service,10.252.1.21:10250,95.842189416,302157824.0,2
bf60ce59fd4a5090,00a4381176bfef8f,2022-07-13T10:15:00.000000,deleteRoute,ts-route-service,ts-route-service-7487b7b9-457v2,9925d2128d034f13,bf60ce59fd4a5090,36978,200,ts-route-service,10.252.1.22:10250,91.850128108,358371328.0,3
c79486676a6a1371,8b9a44d690e00f41,2022-07-13T10:10:00.000000,GET,ts-ticketinfo-service,ts-ticketinfo-service-846988b9c6-hx5c2,6fcca8372aefe7c2,c79486676a6a1371,42220,200,ts-ticketinfo-service,10.252.1.22:10250,78.631386722,355282944.0,4
618e63a8fca0d439,5e23693966c15c42,2022-07-13T10:15:00.000000,POST,ts-admin-travel-service,ts-admin-travel-service-7dff494d94-bm9k8,618e63a8fca0d439,618e63a8fca0d439,187641,201,ts-admin-travel-service,10.252.1.23:10250,75.457620265,319614976.0,2
c79486676a6a1371,28470094a0e3fcdd,2022-07-13T10:10:00.000000,GET,ts-basic-service,ts-basic-service-6f4c9f549d-gz4vr,d30c7ef313942ed3,c79486676a6a1371,40111,200,ts-basic-service,10.252.1.23:10250,92.686655178,,6
b0e7018e9ef8112c,5cac2d0d48cc9858,2022-07-13T10:15:00.000000,PUT,ts-admin-basic-info-service,ts-admin-basic-info-service-84db9fc8fb-nl55r,b0e7018e9ef8112c,b0e7018e9ef8112c,111325,200,ts-admin-basic-info-service,10.252.1.23:10250,77.475404656,294985728.0,2
60e68471a5b569b9,60e68471a5b569b9,2022-07-13T10:15:00.000000,deleteStation,ts-admin-basic-info-service,ts-admin-basic-info-service-84db9fc8fb-nl55r,,,134757,200,ts-admin-basic-info-service,10.252.1.23:10250,77.475404656,294985728.0,1
c79486676a6a1371,f68e7d89ae2ef144,2022-07-13T10:10:00.000000,GET,ts-travel-service,ts-travel-service-f6bbd6b76-tw6wx,c79486676a6a1371,c79486676a6a1371,148075,200,ts-travel-service,10.252.1.21:10250,95.842189416,302157824.0,2
6c2a47780bd413ca,6c2a47780bd413ca,2022-07-13T10:15:00.000000,getAllOrders,ts-admin-order-service,ts-admin-order-service-7676dfdbfd-mj55f,,,254334,200,ts-admin-order-service,10.252.1.23:10250,82.138090983,323633152.0,1
