traceID,spanID,starttime,operationName,servicename,podname,childSpanId,childTraceId,duration,http.status_code,container,instance,node_namespace_pod_container:container_memory_working_set_bytes,container_memory_working_set_bytes,container_cpu_usage_seconds_total,node_namespace_pod_container:container_cpu_usage_seconds_total:sum_irate
d4ff0ceb29d4b2f0,b7b7b57d74d4e8a1,2022-07-11T12:45:00.000000,queryById,ts-route-service,ts-route-service-5f4bbf4f76-85zcp,3bde68fcd4726052,d4ff0ceb29d4b2f0,9332,200,ts-route-service,10.252.1.23:10250,322179072.0,322277376.0,101.193696992,0.022430762833333517
dcd41ba12cad1d24,43ee7f6b9f17af3f,2022-07-11T12:50:00.000000,POST,ts-order-other-service,ts-order-other-service-5c864785f8-hzn6r,ff275d13b78a1534,dcd41ba12cad1d24,199863,200,ts-order-other-service,10.252.1.23:10250,323096576.0,323100672.0,96.582965512,0.004285015801580137
aca41a6e5bd34138,163198c215c5fe15,2022-07-11T12:40:00.000000,retrieve,ts-train-service,ts-train-service-678b9f78f5-m7k8g,5a49c9a03458bd21,aca41a6e5bd34138,10042,200,ts-train-service,10.252.1.23:10250,302194688.0,302190592.0,93.264033413,0.002005792115172945
5251307d7a44b0b8,5251307d7a44b0b8,2022-07-11T13:10:00.000000,queryForNameBatch,ts-admin-basic-info-service,ts-admin-basic-info-service-fb65795d7-szxct,,,404862,200,ts-admin-basic-info-service,10.252.1.23:10250,333729792.0,333733888.0,81.157257129,0.0008636300000001521
db7a35fa9218b622,4bc15b72dd7d8f28,2022-07-11T12:50:00.000000,queryForStationId,ts-station-service,ts-station-service-59769fc4b9-vg4qh,034a4bb860d0d377,db7a35fa9218b622,9931,200,ts-station-service,10.252.1.23:10250,315867136.0,316174336.0,101.065972498,0.01571465439877295
11c0ae4228627a7a,448dc1a324525b42,2022-07-11T13:15:00.000000,queryForStationId,ts-preserve-service,ts-preserve-service-77cc86f545-hdmpn,6c17817c1ab083f7,11c0ae4228627a7a,6062,200,ts-preserve-service,10.252.1.23:10250,317689856.0,317685760.0,86.265928884,0.0011448997061964652
39ac171c9bf396bf,14840fe6d3e94c2a,2022-07-11T13:10:00.000000,getTrainTypeByTripId,ts-preserve-service,ts-preserve-service-77cc86f545-hdmpn,e462eef0d01871d2,39ac171c9bf396bf,97657,200,ts-preserve-service,10.252.1.23:10250,317644800.0,317648896.0,85.743287635,0.0010898088999998852
bbaedcef3138c06c,b0d404d570817749,2022-07-11T12:40:00.000000,queryForTravel,ts-security-service,ts-security-service-56f94556cf-grrvm,cafaf50623bb5997,bbaedcef3138c06c,649385,200,ts-security-service,10.252.1.23:10250,313335808.0,313335808.0,87.09998633,0.0011547720198621199
39ac171c9bf396bf,e640053b29e93394,2022-07-11T13:10:00.000000,POST,ts-security-service,ts-security-service-56f94556cf-grrvm,39ac171c9bf396bf,39ac171c9bf396bf,1736066,200,ts-security-service,10.252.1.23:10250,314380288.0,314380288.0,89.743080634,0.0010328017666665801
d4ff0ceb29d4b2f0,0e778dac5d5048ec,2022-07-11T12:45:00.000000,GET,ts-preserve-service,ts-preserve-service-77cc86f545-hdmpn,1007bcb3bfe2b19a,d4ff0ceb29d4b2f0,87479,200,ts-preserve-service,10.252.1.23:10250,315035648.0,315076608.0,82.359461261,0.010517037500000015
bbaedcef3138c06c,5f7dd907d2a08ce4,2022-07-11T12:40:00.000000,GET,ts-preserve-service,ts-preserve-service-77cc86f545-hdmpn,61a6e7c959243f4c,bbaedcef3138c06c,18381,200,ts-preserve-service,10.252.1.23:10250,314740736.0,314744832.0,81.717143208,0.0015433844769556103
4c69c97877723688,3c0b5037084f4886,2022-07-11T13:15:00.000000,GET,ts-ticketinfo-service,ts-ticketinfo-service-5897b7c677-wj22k,e17d8460628450f3,4c69c97877723688,85704,200,ts-ticketinfo-service,10.252.1.23:10250,306868224.0,306864128.0,92.085046108,0.0009791932091345436
11c0ae4228627a7a,a5bf5049a723c1a0,2022-07-11T13:15:00.000000,GET,ts-route-service,ts-route-service-5f4bbf4f76-85zcp,0879be613b6da0f8,11c0ae4228627a7a,10260,200,ts-route-service,10.252.1.23:10250,324710400.0,324734976.0,105.958792654,0.0009351353832801886
