traceID,spanID,starttime,operationName,servicename,podname,childSpanId,childTraceId,duration,http.status_code,container,instance,node_namespace_pod_container:container_memory_working_set_bytes,container_memory_working_set_bytes,container_cpu_usage_seconds_total,node_namespace_pod_container:container_cpu_usage_seconds_total:sum_irate,trace_length
e689d8980a04c79b,d83da807ed616754,2022-07-11T16:05:00.000000,queryById,ts-basic-service,ts-basic-service-7c8dd8d744-4grr4,eecdbeff03fe0526,e689d8980a04c79b,9063,200,ts-basic-service,10.252.1.23:10250,359600128.0,359596032.0,77.428860157,0.001567050555814321,9
47c71805edb2c306,bcd8ebaed4628f2a,2022-07-11T16:15:00.000000,queryForStationId,ts-preserve-service,ts-preserve-service-66cd65645d-4q7x4,af09a799824e3b2e,47c71805edb2c306,103428,200,ts-preserve-service,10.252.1.23:10250,290295808.0,290349056.0,70.491058759,0.001153549718324136,7
c2cd9e124500c273,cdf8e39f86d69638,2022-07-11T15:50:00.000000,GET,ts-basic-service,ts-basic-service-7c8dd8d744-4grr4,295313468c059b8f,c2cd9e124500c273,167394,200,ts-basic-service,10.252.1.23:10250,355643392.0,356433920.0,73.463072849,0.001394799893169642,8
e689d8980a04c79b,02ddbb818784c9be,2022-07-11T16:05:00.000000,createNewAssurance,ts-assurance-service,ts-assurance-service-7dbbf86bc-d55bs,a28686b9586da62d,e689d8980a04c79b,95864,200,ts-assurance-service,10.252.1.23:10250,300273664.0,300281856.0,79.342702346,0.0013516047726819637,3
c2cd9e124500c273,067bd47424b8f6b3,2022-07-11T15:50:00.000000,retrieve,ts-seat-service,ts-seat-service-76b789fdb5-pphjt,4ef381999f8e5d87,c2cd9e124500c273,86499,200,ts-seat-service,10.252.1.23:10250,301322240.0,301600768.0,73.211884229,0.000927696801762661,7
41a0554f451699f4,65e39de13a29c369,2022-07-11T15:50:00.000000,retrieve,ts-train-service,ts-train-service-5df6d96556-9bxhz,369986422294b22c,41a0554f451699f4,10928,200,ts-train-service,10.252.1.23:10250,300634112.0,301023232.0,75.308892093,0.0016342312879751878,7
f2b31003677c62c3,54daacdd9c85a6d1,2022-07-11T15:50:00.000000,queryForStationId,ts-station-service,ts-station-service-9dc488758-qd7vb,de772b758517ac60,f2b31003677c62c3,192066,200,ts-station-service,10.252.1.23:10250,314445824.0,314720256.0,85.413375324,0.0012740241370102858,5
41a0554f451699f4,120396939d189fb8,2022-07-11T15:50:00.000000,getRouteByTripId,ts-station-service,ts-station-service-9dc488758-qd7vb,bd1a15cc3b175be0,41a0554f451699f4,191605,200,ts-station-service,10.252.1.23:10250,314445824.0,314720256.0,85.413375324,0.0012740241370102858,5
47c71805edb2c306,d8399bbc8c987d4c,2022-07-11T16:15:00.000000,queryForStationId,ts-preserve-service,ts-preserve-service-66cd65645d-4q7x4,ebd5c804d8a024fa,47c71805edb2c306,78643,200,ts-preserve-service,10.252.1.23:10250,290295808.0,290349056.0,70.491058759,0.001153549718324136,9
47c71805edb2c306,c77011f5da44cbbd,2022-07-11T16:15:00.000000,securityInfoCheck,ts-station-service,ts-station-service-9dc488758-qd7vb,3d9c104b8a99cb31,47c71805edb2c306,74008,200,ts-station-service,10.252.1.23:10250,318464000.0,318500864.0,92.625552111,0.0013608164272142364,5
41a0554f451699f4,f5f1b39a2a9ed5ba,2022-07-11T15:50:00.000000,queryForStationId,ts-basic-service,ts-basic-service-7c8dd8d744-4grr4,20d46ec99550ad70,41a0554f451699f4,189297,200,ts-basic-service,10.252.1.23:10250,355643392.0,356433920.0,73.463072849,0.001394799893169642,3
617218cff93474a1,59777ef64659bcad,2022-07-11T15:50:00.000000,getRouteByTripId,ts-basic-service,ts-basic-service-7c8dd8d744-4grr4,585121fdd9c68d44,617218cff93474a1,78062,200,ts-basic-service,10.252.1.23:10250,355643392.0,356433920.0,73.463072849,0.001394799893169642,5
55bfbfd4a2fd14cc,14c34d88726c103a,2022-07-11T16:05:00.000000,queryForStationId,ts-ticketinfo-service,ts-ticketinfo-service-5b969db86b-6zfwx,e50bbe1ca0cf976b,55bfbfd4a2fd14cc,140126,200,ts-ticketinfo-service,10.252.1.23:10250,301510656.0,301510656.0,75.28783137,0.002040388737269679,5
aebed17ce21ff08e,806781d4ef95ac39,2022-07-11T15:50:00.000000,GET,ts-food-service,ts-food-service-64685f8bdb-t24zv,aebed17ce21ff08e,aebed17ce21ff08e,194404,200,ts-food-service,10.252.1.23:10250,307773440.0,307777536.0,79.985786082,0.0011671142752222958,2
a4651677fb76d6c9,a4651677fb76d6c9,2022-07-11T16:15:00.000000,POST,ts-station-service,ts-station-service-9dc488758-qd7vb,,,3817,500,ts-station-service,10.252.1.23:10250,318464000.0,318500864.0,92.625552111,0.0013608164272142364,1
47c71805edb2c306,71cd073d6709b102,2022-07-11T16:15:00.000000,POST,ts-basic-service,ts-basic-service-7c8dd8d744-4grr4,47c71805edb2c306,47c71805edb2c306,3134031,200,ts-basic-service,10.252.1.23:10250,360435712.0,360439808.0,79.901135494,0.0009106380212675718,2
617218cff93474a1,4a52af3866dc88b3,2022-07-11T15:50:00.000000,queryById,ts-route-service,ts-route-service-56bc489475-gwqgd,6df9db2822381ed2,617218cff93474a1,92356,200,ts-route-service,10.252.1.23:10250,307236864.0,307793920.0,73.811187128,0.001275785237364228,3
fc9c8c304a30bb0a,8a096d900b7d81c4,2022-07-11T15:50:00.000000,queryById,ts-order-other-service,ts-order-other-service-594678cb45-fvndt,7b267bb02efee16a,fc9c8c304a30bb0a,12925,200,ts-order-other-service,10.252.1.23:10250,312377344.0,312377344.0,78.592815952,0.0013361429191424885,9
175baa662c32d65e,7f7f8bd41c9a6879,2022-07-11T16:20:00.000000,update,ts-config-service,ts-config-service-674b5b4664-krd5s,96f62f54c22c2574,175baa662c32d65e,92978,200,ts-config-service,10.252.1.23:10250,303906816.0,303902720.0,80.109035272,0.001984908299999688,3
fc9c8c304a30bb0a,4f11730206014a0e,2022-07-11T15:50:00.000000,getLeftTicketOfInterval,ts-seat-service,ts-seat-service-76b789fdb5-pphjt,159aa3f941cd995c,fc9c8c304a30bb0a,994029,200,ts-seat-service,10.252.1.23:10250,301322240.0,301600768.0,73.211884229,0.000927696801762661,5
41a0554f451699f4,8ec7b2becc3acfdb,2022-07-11T15:50:00.000000,GET,ts-station-service,ts-station-service-9dc488758-qd7vb,41a0554f451699f4,41a0554f451699f4,98192,200,ts-station-service,10.252.1.23:10250,314445824.0,314720256.0,85.413375324,0.0012740241370102858,2
617218cff93474a1,1d9c3dc1802cab12,2022-07-11T15:50:00.000000,GET,ts-travel-service,ts-travel-service-6844bc57d6-sskgm,a0e80f0b40f7d750,617218cff93474a1,99031,200,ts-travel-service,10.252.1.23:10250,311287808.0,311848960.0,79.129608193,0.0013656316351742812,4
617218cff93474a1,555e86e6a77f235d,2022-07-11T15:50:00.000000,queryForStationId,ts-ticketinfo-service,ts-ticketinfo-service-5b969db86b-6zfwx,4e464a69d15da22f,617218cff93474a1,6474,200,ts-ticketinfo-service,10.252.1.23:10250,297508864.0,298942464.0,71.878457957,0.0010688431261264425,7
47c71805edb2c306,ebd5c804d8a024fa,2022-07-11T16:15:00.000000,GET,ts-price-service,ts-price-service-5b84c98fc5-mcd8f,9f76068fbfc96bc6,47c71805edb2c306,79906,200,ts-price-service,10.252.1.23:10250,306835456.0,306835456.0,81.009153102,0.0018465095169838824,8
47c71805edb2c306,7dc93a1eee0340a4,2022-07-11T16:15:00.000000,retrieve,ts-config-service,ts-config-service-674b5b4664-krd5s,b360a270f3f84cd2,47c71805edb2c306,91681,200,ts-config-service,10.252.1.23:10250,303702016.0,303742976.0,79.587223832,0.000899293109770261,7
41a0554f451699f4,fac067dff8addd26,2022-07-11T15:50:00.000000,GET,ts-station-service,ts-station-service-9dc488758-qd7vb,cd5c2a79c3b0973c,41a0554f451699f4,16217,200,ts-station-service,10.252.1.23:10250,314445824.0,314720256.0,85.413375324,0.0012740241370102858,6
41a0554f451699f4,6c4025c9a23b9b3c,2022-07-11T15:50:00.000000,getTrainTypeByTripId,ts-station-service,ts-station-service-9dc488758-qd7vb,604e3207e170165e,41a0554f451699f4,96021,200,ts-station-service,10.252.1.23:10250,314445824.0,314720256.0,85.413375324,0.0012740241370102858,5
e689d8980a04c79b,711c26a89d1111dd,2022-07-11T16:05:00.000000,GET,ts-assurance-service,ts-assurance-service-7dbbf86bc-d55bs,f9e7b615fbf68791,e689d8980a04c79b,15284,200,ts-assurance-service,10.252.1.23:10250,300273664.0,300281856.0,79.342702346,0.0013516047726819637,8
14cc15442c29b752,14cc15442c29b752,2022-07-11T15:50:00.000000,imageCode,ts-verification-code-service,ts-verification-code-service-867b59bccc-dskjr,,,205771,200,ts-verification-code-service,10.252.1.21:10250,307580928.0,307580928.0,62.48663966,0.0014928158210547964,1
c2cd9e124500c273,c4a6f6bf5c11990d,2022-07-11T15:50:00.000000,queryById,ts-price-service,ts-price-service-5b84c98fc5-mcd8f,353c2f07e05f3b62,c2cd9e124500c273,72637,200,ts-price-service,10.252.1.23:10250,304627712.0,304836608.0,78.248610035,0.0016802011751353826,5
84df1872df2e4106,bc60ce9cf3b2391a,2022-07-11T15:50:00.000000,GET,ts-travel-service,ts-travel-service-6844bc57d6-sskgm,84df1872df2e4106,84df1872df2e4106,13551,200,ts-travel-service,10.252.1.23:10250,311287808.0,311848960.0,79.129608193,0.0013656316351742812,2
41a0554f451699f4,d1af67cf4f90e6dc,2022-07-11T15:50:00.000000,retrieve,ts-train-service,ts-train-service-5df6d96556-9bxhz,8ec7b2becc3acfdb,41a0554f451699f4,97499,200,ts-train-service,10.252.1.23:10250,300634112.0,301023232.0,75.308892093,0.0016342312879751878,3
41a0554f451699f4,d3ebaafb9e4d5a24,2022-07-11T15:50:00.000000,GET,ts-ticketinfo-service,ts-ticketinfo-service-5b969db86b-6zfwx,12b778f16ea32116,41a0554f451699f4,7997,200,ts-ticketinfo-service,10.252.1.23:10250,297508864.0,298942464.0,71.878457957,0.0010688431261264425,6
41a0554f451699f4,af448d3ffc1967d7,2022-07-11T15:50:00.000000,queryForStationId,ts-travel-service,ts-travel-service-6844bc57d6-sskgm,4f0a795f4fe50895,41a0554f451699f4,92512,200,ts-travel-service,10.252.1.23:10250,311287808.0,311848960.0,79.129608193,0.0013656316351742812,7
133116299909877c,0572d5027599f9ec,2022-07-11T15:45:00.000000,GET,ts-travel-service,ts-travel-service-6844bc57d6-sskgm,133116299909877c,133116299909877c,306499,200,ts-travel-service,10.252.1.23:10250,311197696.0,311222272.0,78.243190026,0.0013897762803233382,2
55bfbfd4a2fd14cc,dbc9301b9c04b1f3,2022-07-11T16:05:00.000000,POST,ts-seat-service,ts-seat-service-76b789fdb5-pphjt,42e70fd3f3fe6721,55bfbfd4a2fd14cc,183538,200,ts-seat-service,10.252.1.23:10250,303976448.0,303984640.0,76.055669878,0.001290769386940378,4
c2cd9e124500c273,1b9807a20d8414fa,2022-07-11T15:50:00.000000,createNewAssurance,ts-assurance-service,ts-assurance-service-7dbbf86bc-d55bs,e1100fc775493def,c2cd9e124500c273,289220,200,ts-assurance-service,10.252.1.23:10250,299196416.0,299339776.0,77.675387828,0.001007774754623964,3
41a0554f451699f4,938e25cfbf77f3af,2022-07-11T15:50:00.000000,getTrainTypeByTripId,ts-station-service,ts-station-service-9dc488758-qd7vb,dcd9b6221769abdc,41a0554f451699f4,303863,200,ts-station-service,10.252.1.23:10250,314445824.0,314720256.0,85.413375324,0.0012740241370102858,5
fc9c8c304a30bb0a,6532c0ae99ec3a58,2022-07-11T15:50:00.000000,queryById,ts-order-other-service,ts-order-other-service-594678cb45-fvndt,d006ff0885ae9850,fc9c8c304a30bb0a,93689,200,ts-order-other-service,10.252.1.23:10250,312377344.0,312377344.0,78.592815952,0.0013361429191424885,7
bf40a722805d5d2b,5b4f8024186f087b,2022-07-11T15:50:00.000000,GET,ts-ticketinfo-service,ts-ticketinfo-service-5b969db86b-6zfwx,bf40a722805d5d2b,bf40a722805d5d2b,285152,200,ts-ticketinfo-service,10.252.1.23:10250,297508864.0,298942464.0,71.878457957,0.0010688431261264425,2
fc9c8c304a30bb0a,7cdb5104343f97d1,2022-07-11T15:50:00.000000,GET,ts-seat-service,ts-seat-service-76b789fdb5-pphjt,5adc6e2cc5c8cee0,fc9c8c304a30bb0a,178024,200,ts-seat-service,10.252.1.23:10250,301322240.0,301600768.0,73.211884229,0.000927696801762661,6
47c71805edb2c306,571b2452b7670a55,2022-07-11T16:15:00.000000,getLeftTicketOfInterval,ts-seat-service,ts-seat-service-76b789fdb5-pphjt,69c390f6cf32e2c4,47c71805edb2c306,506840,200,ts-seat-service,10.252.1.23:10250,304705536.0,304721920.0,77.141977633,0.0014181267375579442,5
c2cd9e124500c273,83c8c74c7001ec30,2022-07-11T15:50:00.000000,retrieve,ts-seat-service,ts-seat-service-76b789fdb5-pphjt,27efdab444aff245,c2cd9e124500c273,93685,200,ts-seat-service,10.252.1.23:10250,301322240.0,301600768.0,73.211884229,0.000927696801762661,7
55bfbfd4a2fd14cc,14e6a7f4a68df178,2022-07-11T16:05:00.000000,queryForStationId,ts-travel-service,ts-travel-service-6844bc57d6-sskgm,59bcb466553d6f82,55bfbfd4a2fd14cc,101558,200,ts-travel-service,10.252.1.23:10250,315817984.0,315822080.0,84.816112894,0.00107877494508403,7
aebed17ce21ff08e,1a72d87c3d8026d3,2022-07-11T15:50:00.000000,GET,ts-food-service,ts-food-service-64685f8bdb-t24zv,aebed17ce21ff08e,aebed17ce21ff08e,196899,200,ts-food-service,10.252.1.23:10250,307773440.0,307777536.0,79.985786082,0.0011671142752222958,2
5da78d9d517af2b4,5dff1a63db9fcf26,2022-07-11T15:50:00.000000,queryForStationId,ts-travel-service,ts-travel-service-6844bc57d6-sskgm,cbcd9b9b649f3dea,5da78d9d517af2b4,9289,200,ts-travel-service,10.252.1.23:10250,311287808.0,311848960.0,79.129608193,0.0013656316351742812,7
